STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,BG31,Severozapaden,2020,,8490,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,BG32,Severen tsentralen,2020,,7380,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,BG33,Severoiztochen,2020,,8200,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,BG34,Yugoiztochen,2020,,9020,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,BG41,Yugozapaden,2020,,14390,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,BG42,Yuzhen tsentralen,2020,,25390,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CH,Switzerland,2020,,6980,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CH01,Région lémanique,2020,,1060,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CH02,Espace Mittelland,2020,,2000,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CH03,Nordwestschweiz,2020,,700,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CH04,Zürich,2020,,660,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CH05,Ostschweiz,2020,,1300,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CH06,Zentralschweiz,2020,,1070,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CH07,Ticino,2020,,190,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CY,Cyprus,2020,,26020,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CY00,Kýpros,2020,,26020,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CZ,Czechia,2020,,12730,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CZ01,Praha,2020,,60,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CZ02,Střední Čechy,2020,,1530,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CZ03,Jihozápad,2020,,2170,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CZ04,Severozápad,2020,,840,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CZ05,Severovýchod,2020,,1870,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CZ06,Jihovýchod,2020,,4140,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CZ07,Střední Morava,2020,,1330,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,CZ08,Moravskoslezsko,2020,,790,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE,Germany,2020,,122580,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE11,Stuttgart,2020,,5780,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE12,Karlsruhe,2020,,2250,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE13,Freiburg,2020,,5860,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE14,Tübingen,2020,,4830,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE21,Oberbayern,2020,,9660,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE22,Niederbayern,2020,,6190,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE23,Oberpfalz,2020,,4340,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE24,Oberfranken,2020,,3050,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE25,Mittelfranken,2020,,3570,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE26,Unterfranken,2020,,3690,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE27,Schwaben,2020,,5850,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE30,Berlin,2020,,30,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE40,Brandenburg,2020,,2680,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE50,Bremen,2020,,70,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE60,Hamburg,2020,,300,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE71,Darmstadt,2020,,2580,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE72,Gießen,2020,,1870,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE73,Kassel,2020,,2870,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE80,Mecklenburg-Vorpommern,2020,,2300,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE91,Braunschweig,2020,,2060,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE92,Hannover,2020,,3080,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE93,Lüneburg,2020,,4980,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DE94,Weser-Ems,2020,,7150,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DEA1,Düsseldorf,2020,,2410,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DEA2,Köln,2020,,2830,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DEA3,Münster,2020,,4350,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DEA4,Detmold,2020,,3380,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DEA5,Arnsberg,2020,,2700,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DEB1,Koblenz,2020,,2770,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DEB2,Trier,2020,,2190,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DEB3,Rheinhessen-Pfalz,2020,,3580,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DEC0,Saarland,2020,,600,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DED2,Dresden,2020,,1120,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DED4,Chemnitz,2020,,1260,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DED5,Leipzig,2020,,590,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DEE0,Sachsen-Anhalt,2020,,2140,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DEF0,Schleswig-Holstein,2020,,5950,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DEG0,Thüringen,2020,,1700,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DK,Denmark,2020,,23540,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DK01,Hovedstaden,2020,,1430,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DK02,Sjælland,2020,,3840,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DK03,Syddanmark,2020,,6400,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DK04,Midtjylland,2020,,7150,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,DK05,Nordjylland,2020,,4720,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EE,Estonia,2020,,5550,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EE00,Eesti,2020,,5550,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EL,Greece,2020,,343730,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EL30,Attiki,2020,,8540,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EL41,Voreio Aigaio,2020,,14380,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EL42,Notio Aigaio,2020,,10950,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EL43,Kriti,2020,,48650,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EL51,"Anatoliki Makedonia, Thraki",2020,,20410,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EL52,Kentriki Makedonia,2020,,37440,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EL53,Dytiki Makedonia,2020,,8480,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EL54,Ipeiros,2020,,16910,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EL61,Thessalia,2020,,28650,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EL62,Ionia Nisia,2020,,15160,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EL63,Dytiki Elláda,2020,,46410,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EL64,Sterea Elláda,2020,,38300,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EL65,Peloponnisos,2020,,49420,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ELZZ,Extra-Regio NUTS 2,2020,,40,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES,Spain,2020,,611510,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES11,Galicia,2020,,53910,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES12,Principado de Asturias,2020,,8750,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES13,Cantabria,2020,,3840,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES21,País Vasco,2020,,6690,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES22,Comunidad Foral de Navarra,2020,,8710,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES23,La Rioja,2020,,6580,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES24,Aragón,2020,,26820,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES30,Comunidad de Madrid,2020,,5520,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES41,Castilla y León,2020,,55910,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES42,Castilla-La Mancha,2020,,79120,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES43,Extremadura,2020,,42830,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES51,Cataluña,2020,,36540,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES52,Comunitat Valenciana,2020,,74580,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES53,Illes Balears,2020,,6900,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES61,Andalucía,2020,,171920,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES62,Región de Murcia,2020,,15880,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES64,Ciudad de Melilla,2020,,,,,,C,confidential
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,ES70,Canarias,2020,,7000,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,,5220190,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EU27_2007,European Union - 27 countries (2007-2013),2020,,5131500,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EU27_2020,European Union - 27 countries (from 2020),2020,,5220190,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,EU28,European Union - 28 countries (2013-2020),2020,,5220190,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FI,Finland,2020,,21530,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FI19,Länsi-Suomi,2020,,7990,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FI1B,Helsinki-Uusimaa,2020,,1460,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FI1C,Etelä-Suomi,2020,,5070,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FI1D,Pohjois- ja Itä-Suomi,2020,,6840,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FI20,Åland,2020,,180,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FR,France,2020,,172730,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FR10,Ile de France,2020,,1970,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FRB0,Centre — Val de Loire,2020,,8360,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FRC1,Bourgogne,2020,,6420,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FRC2,Franche-Comté,2020,,2270,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FRD1,Basse-Normandie,2020,,7690,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FRD2,Haute-Normandie,2020,,3590,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FRE1,Nord-Pas de Calais,2020,,4640,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FRE2,Picardie,2020,,4950,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FRF1,Alsace,2020,,4010,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FRF2,Champagne-Ardenne,2020,,9450,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FRF3,Lorraine,2020,,3520,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FRG0,Pays de la Loire,2020,,9450,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FRH0,Bretagne,2020,,10220,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FRI1,Aquitaine,2020,,14640,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FRI2,Limousin,2020,,4600,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FRI3,Poitou-Charentes,2020,,8360,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FRJ1,Languedoc-Roussillon,2020,,12040,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FRJ2,Midi-Pyrénées,2020,,17310,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y_GE55,55 years or over,HLD,Holding,FRK1,Auvergne,2020,,7410,,,,,
