DATAFLOW,LAST UPDATE,freq,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,EL41:Voreio Aigaio,2020,14380,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,EL42:Notio Aigaio,2020,10950,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,EL43:Kriti,2020,48650,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,"EL51:Anatoliki Makedonia, Thraki",2020,20410,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,EL52:Kentriki Makedonia,2020,37440,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,EL53:Dytiki Makedonia,2020,8480,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,EL54:Ipeiros,2020,16910,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,EL61:Thessalia,2020,28650,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,EL62:Ionia Nisia,2020,15160,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,EL63:Dytiki Elláda,2020,46410,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,EL64:Sterea Elláda,2020,38300,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,EL65:Peloponnisos,2020,49420,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ELZZ:Extra-Regio NUTS 2,2020,40,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES:Spain,2020,611510,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES11:Galicia,2020,53910,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES12:Principado de Asturias,2020,8750,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES13:Cantabria,2020,3840,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES21:País Vasco,2020,6690,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES22:Comunidad Foral de Navarra,2020,8710,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES23:La Rioja,2020,6580,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES24:Aragón,2020,26820,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES30:Comunidad de Madrid,2020,5520,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES41:Castilla y León,2020,55910,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES42:Castilla-La Mancha,2020,79120,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES43:Extremadura,2020,42830,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES51:Cataluña,2020,36540,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES52:Comunitat Valenciana,2020,74580,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES53:Illes Balears,2020,6900,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES61:Andalucía,2020,171920,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES62:Región de Murcia,2020,15880,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES64:Ciudad de Melilla,2020,,,C
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ES70:Canarias,2020,7000,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,5220190,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,EU27_2007:European Union - 27 countries (2007-2013),2020,5131500,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,EU27_2020:European Union - 27 countries (from 2020),2020,5220190,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,EU28:European Union - 28 countries (2013-2020),2020,5220190,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FI:Finland,2020,21530,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FI19:Länsi-Suomi,2020,7990,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FI1B:Helsinki-Uusimaa,2020,1460,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FI1C:Etelä-Suomi,2020,5070,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FI1D:Pohjois- ja Itä-Suomi,2020,6840,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FI20:Åland,2020,180,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FR:France,2020,172730,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FR10:Ile de France,2020,1970,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRB0:Centre — Val de Loire,2020,8360,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRC1:Bourgogne,2020,6420,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRC2:Franche-Comté,2020,2270,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRD1:Basse-Normandie,2020,7690,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRD2:Haute-Normandie,2020,3590,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRE1:Nord-Pas de Calais,2020,4640,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRE2:Picardie,2020,4950,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRF1:Alsace,2020,4010,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRF2:Champagne-Ardenne,2020,9450,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRF3:Lorraine,2020,3520,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRG0:Pays de la Loire,2020,9450,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRH0:Bretagne,2020,10220,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRI1:Aquitaine,2020,14640,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRI2:Limousin,2020,4600,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRI3:Poitou-Charentes,2020,8360,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRJ1:Languedoc-Roussillon,2020,12040,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRJ2:Midi-Pyrénées,2020,17310,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRK1:Auvergne,2020,7410,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRK2:Rhône-Alpes,2020,11550,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRL0:Provence-Alpes-Côte d’Azur,2020,8260,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRM0:Corse,2020,1190,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRY1:Guadeloupe,2020,3180,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRY2:Martinique,2020,1410,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRY3:Guyane,2020,1570,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRY4:La Réunion,2020,2360,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,FRY5:Mayotte,2020,2300,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,HR:Croatia,2020,88700,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,HR02:Panonska Hrvatska,2020,32060,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,HR03:Jadranska Hrvatska,2020,29570,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,HR05:Grad Zagreb,2020,1320,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,HR06:Sjeverna Hrvatska,2020,25740,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,HU:Hungary,2020,138900,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,HU11:Budapest,2020,950,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,HU12:Pest,2020,9090,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,HU21:Közép-Dunántúl,2020,11830,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,HU22:Nyugat-Dunántúl,2020,13360,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,HU23:Dél-Dunántúl,2020,16000,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,HU31:Észak-Magyarország,2020,14870,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,HU32:Észak-Alföld,2020,36770,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,HU33:Dél-Alföld,2020,36040,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,IE:Ireland,2020,72010,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,IE04:Northern and Western,2020,31810,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,IE05:Southern,2020,27230,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,IE06:Eastern and Midland,2020,12970,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,IS:Iceland,2020,1180,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,IS00:Ísland,2020,1180,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,IT:Italy,2020,760750,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITC1:Piemonte,2020,30700,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITC2:Valle d’Aosta/Vallée d’Aoste,2020,1370,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITC3:Liguria,2020,7940,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITC4:Lombardia,2020,28290,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITF1:Abruzzo,2020,31480,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITF2:Molise,2020,12130,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITF3:Campania,2020,51010,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITF4:Puglia,2020,136350,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITF5:Basilicata,2020,22180,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITF6:Calabria,2020,66810,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITG1:Sicilia,2020,95320,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITG2:Sardegna,2020,26420,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITH1:Provincia Autonoma di Bolzano/Bozen,2020,9840,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITH2:Provincia Autonoma di Trento,2020,8280,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITH3:Veneto,2020,58790,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITH4:Friuli-Venezia Giulia,2020,11440,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITH5:Emilia-Romagna,2020,37400,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITI1:Toscana,2020,36220,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITI2:Umbria,2020,19190,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITI3:Marche,2020,24320,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,ITI4:Lazio,2020,45280,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,LT:Lithuania,2020,79370,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,LT01:Sostinės regionas,2020,9970,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,LT02:Vidurio ir vakarų Lietuvos regionas,2020,69400,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,LU:Luxembourg,2020,920,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,LU00:Luxembourg,2020,920,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,LV:Latvia,2020,41410,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,LV00:Latvija,2020,41410,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,MT:Malta,2020,4950,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,MT00:Malta,2020,4950,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NL:Netherlands,2020,28790,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NL11:Groningen,2020,1350,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NL12:Friesland (NL),2020,2180,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NL13:Drenthe,2020,1420,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NL21:Overijssel,2020,3700,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NL22:Gelderland,2020,4970,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NL23:Flevoland,2020,840,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NL31:Utrecht (NUTS 2021),2020,1220,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NL32:Noord-Holland,2020,1860,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NL33:Zuid-Holland (NUTS 2021),2020,2470,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NL34:Zeeland,2020,1550,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NL41:Noord-Brabant,2020,5170,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NL42:Limburg (NL),2020,2040,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NO:Norway,2020,17180,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NO02:Innlandet,2020,3070,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NO06:Trøndelag,2020,2240,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NO07:Nord-Norge,2020,1400,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NO08:Oslo og Viken,2020,2960,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NO09:Agder og Sør-Østlandet,2020,1960,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,NO0A:Vestlandet,2020,5550,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PL:Poland,2020,513120,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PL21:Małopolskie,2020,52260,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PL22:Śląskie,2020,19900,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PL41:Wielkopolskie,2020,40020,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PL42:Zachodniopomorskie,2020,12280,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PL43:Lubuskie,2020,9040,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PL51:Dolnośląskie,2020,23550,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PL52:Opolskie,2020,9340,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PL61:Kujawsko-pomorskie,2020,19870,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PL62:Warmińsko-mazurskie,2020,16680,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PL63:Pomorskie,2020,14430,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PL71:Łódzkie,2020,42330,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PL72:Świętokrzyskie,2020,32920,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PL81:Lubelskie,2020,61190,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PL82:Podkarpackie,2020,53060,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PL84:Podlaskie,2020,27830,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PL91:Warszawski stołeczny,2020,13820,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PL92:Mazowiecki regionalny,2020,64580,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PT:Portugal,2020,213670,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PT11:Norte,2020,81320,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PT15:Algarve,2020,10210,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PT16:Centro (PT) (NUTS 2021),2020,75780,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PT17:Área Metropolitana de Lisboa (NUTS 2021),2020,4580,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PT18:Alentejo (NUTS 2021),2020,27190,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PT20:Região Autónoma dos Açores,2020,5410,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,PT30:Região Autónoma da Madeira,2020,9200,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,RO:Romania,2020,1716900,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y_GE55:55 years or over,HLD:Holding,RO11:Nord-Vest,2020,257490,,
